index,true_label,probability_Hypothesis 1,probability_Hypothesis 2,probability_Hypothesis 3
0,0,0.3645985,0.209623,0.42577842
1,0,0.6036922,0.14493962,0.25136822
2,0,0.16382518,0.44565213,0.3905226
3,0,0.8599963,0.13789383,0.0021098645
4,0,0.48150662,0.0741411,0.4443523
5,0,0.45376444,0.2018863,0.34434927
6,0,0.9876524,0.00048773785,0.011859776
7,0,0.6061499,0.27062434,0.12322571
8,0,0.5858697,0.2706676,0.14346261
9,0,0.8211014,0.00040032133,0.17849825
10,0,0.5760447,0.26569906,0.15825628
11,0,0.12123738,0.5753764,0.30338624
12,0,0.5216708,0.16464777,0.31368136
13,0,0.34904265,0.15151367,0.49944368
14,0,0.12725127,0.56204784,0.3107009
15,0,0.40756023,0.5924038,3.5840618e-05
16,0,0.84382266,0.0034991456,0.15267819
17,0,0.121628314,0.6090218,0.26934993
18,0,0.45651492,0.15708336,0.3864017
19,0,0.9712309,5.316306e-16,0.028769033
20,0,0.69224465,0.015808403,0.29194695
21,0,0.54243946,0.023944257,0.43361634
22,0,0.110318586,0.6147703,0.27491114
23,0,0.65829396,0.030094037,0.31161198
24,0,0.9142246,4.1459946e-15,0.08577539
25,0,0.69754755,0.18919729,0.11325515
26,0,0.19008861,0.4517229,0.35818842
27,0,0.74673337,0.16339695,0.089869626
28,0,0.6526144,0.17769738,0.1696881
29,0,0.3490633,0.19293547,0.4580012
30,0,0.7687308,0.18096429,0.050304912
31,0,0.75404745,0.007481736,0.23847078
32,0,0.7128822,0.15441999,0.13269782
33,0,0.898659,5.17482e-15,0.10134105
34,0,0.78519565,0.00038774422,0.21441667
35,0,0.6055667,0.23762305,0.15681025
36,0,0.25236312,0.28273857,0.4648983
37,0,0.86059374,7.1080153e-13,0.13940625
38,0,0.1418901,0.5039816,0.35412836
39,0,0.14467663,0.5246786,0.33064476
40,0,0.6462015,0.0008610384,0.35293746
41,0,0.66321224,0.21704346,0.11974427
42,0,0.200839,0.43916443,0.35999653
43,0,0.9952932,3.4555748e-27,0.004706827
