index,true_label,probability_Hypothesis 1,probability_Hypothesis 2,probability_Hypothesis 3
0,0,0.24013922,0.12454362,0.63531715
1,0,0.4926772,0.09800283,0.40932003
2,0,0.24605359,0.26804957,0.4858968
3,0,0.770822,0.22917804,0.0
4,0,0.32243052,0.038796786,0.6387728
5,0,0.43064687,0.13274914,0.43660405
6,0,0.9951761,0.0048239017,2.8068245e-35
7,0,0.64107835,0.35877767,0.00014400443
8,0,0.5945397,0.40520385,0.00025643583
9,0,0.7249581,0.00068178854,0.27436006
10,0,0.6023568,0.3976318,1.1442277e-05
11,0,0.23341334,0.37180611,0.39478058
12,0,0.3668737,0.10034961,0.53277665
13,0,0.41326675,0.09139872,0.49533448
14,0,0.2973691,0.34377626,0.35885465
15,0,0.16378723,0.83621275,1.57e-43
16,0,0.642255,0.0007221283,0.35702282
17,0,0.01884496,0.37631884,0.60483617
18,0,0.5158363,0.0738774,0.41028628
19,0,0.9203636,8.486761e-09,0.0796364
20,0,0.54344946,0.010164082,0.4463865
21,0,0.31434673,0.004524441,0.6811288
22,0,0.075699255,0.455904,0.46839678
23,0,0.6133321,0.013443713,0.37322417
24,0,0.70920235,1.2190914e-06,0.29079643
25,0,0.49076483,0.3264794,0.18275574
26,0,0.32164627,0.26429784,0.4140559
27,0,0.7519274,0.24718982,0.00088283495
28,0,0.58936596,0.08314099,0.32749298
29,0,0.3769151,0.11031783,0.5127671
30,0,0.71946317,0.2805364,4.490291e-07
31,0,0.5629917,0.006096184,0.4309122
32,0,0.59536016,0.1621734,0.24246638
33,0,0.72040075,1.1301863e-05,0.27958786
34,0,0.64489526,0.0015013142,0.3536034
35,0,0.75492316,0.20238356,0.042693302
36,0,0.36877507,0.16685712,0.46436784
37,0,0.77343065,3.4609817e-05,0.22653478
38,0,0.36723235,0.26853508,0.36423254
39,0,0.37644002,0.27866527,0.3448947
40,0,0.37657964,0.0011147719,0.6223056
41,0,0.63533247,0.36466718,4.4638207e-07
42,0,0.29004663,0.29049948,0.4194539
43,0,0.901456,3.041676e-10,0.09854397
44,0,0.4922944,0.098702215,0.40900335
45,0,0.6333661,0.0077247103,0.35890916
46,0,0.22564591,0.014228374,0.76012576
47,0,0.6344861,0.3655139,1.7792634e-15
48,0,0.9998135,0.00018656133,1.7294403e-24
49,0,0.3387497,0.078534834,0.5827154
50,0,0.565898,0.32236397,0.111738026
51,0,0.9975037,0.0024962742,2.1009547e-24
52,0,0.6608685,0.33913144,2.4474993e-11
53,0,0.41637304,0.2527505,0.33087638
54,0,0.6127537,0.38724628,9.779191e-17
55,0,0.23502746,0.76497257,5.5037173e-15
56,0,0.99979454,6.345197e-05,0.00014204849
57,0,0.5676214,0.21483842,0.21754016
58,0,0.3622959,0.17515022,0.46255383
59,0,0.3076596,0.20067787,0.4916625
60,0,0.55933005,0.44067,2.3277455e-13
61,0,0.58559257,0.41440743,3.1227764e-14
62,0,0.998425,0.0015744825,4.846469e-07
63,0,0.5042589,0.4957411,6.1461996e-23
64,0,0.25231746,0.36490774,0.38277474
65,0,0.59415096,0.16966563,0.23618346
66,0,0.9999262,4.967888e-05,2.4019702e-05
67,0,0.5541894,0.44580075,9.839949e-06
68,0,0.20260207,0.34305832,0.4543396
69,0,0.26153484,0.1623973,0.5760679
70,0,0.71891844,0.00093127845,0.28015026
71,0,0.67473924,0.32525474,6.0032835e-06
72,0,0.7493942,0.24987568,0.0007301519
73,0,0.55302346,0.00040669172,0.44656983
74,0,0.9786645,0.021270435,6.5111024e-05
75,0,0.6223185,0.047530424,0.33015117
76,0,0.56673527,0.43326432,3.776091e-07
77,0,0.7023196,0.29726374,0.00041663073
78,0,0.5931399,0.40686014,1.4018073e-17
79,0,0.35907158,0.10841293,0.5325154
80,0,0.7690417,9.933036e-06,0.23094834
81,0,0.78465307,7.504775e-05,0.215272
82,0,0.53001046,0.06366146,0.40632802
83,0,0.61355746,0.001898694,0.38454384
84,0,0.519686,0.08064899,0.399665
85,0,0.99993587,6.4171036e-05,3.8283022e-26
86,0,0.5987089,0.013432885,0.38785818
